x-axis,F1
second,Volt
-10.99000E-06,-5.89024049E-03
-10.98000E-06,-6.60994702E-03
-10.97000E-06,-4.38227002E-03
-10.96000E-06,-5.83378316E-03
-10.95000E-06,-7.60417624E-03
-10.94000E-06,-4.92659843E-03
-10.93000E-06,-6.85502518E-03
-10.92000E-06,-5.59544354E-03
-10.91000E-06,-6.46477519E-03
-10.90000E-06,-4.76074219E-03
-10.89000E-06,-3.87725958E-03
-10.88000E-06,-4.76074219E-03
-10.87000E-06,-7.25517790E-03
-10.86000E-06,-6.75948425E-03
-10.85000E-06,-7.48994315E-03
-10.84000E-06,-5.98144531E-03
-10.83000E-06,-7.26133049E-03
-10.82000E-06,-7.20214844E-03
-10.81000E-06,-8.42285156E-03
-10.80000E-06,-8.62105285E-03
-10.79000E-06,-5.58811903E-03
-10.78000E-06,-5.43679462E-03
-10.77000E-06,-3.97716592E-03
-10.76000E-06,-3.78417969E-03
-10.75000E-06,-4.76074219E-03
-10.74000E-06,-7.20214844E-03
-10.73000E-06,-5.02000060E-03
-10.72000E-06,-3.53277315E-03
-10.71000E-06,-5.98144531E-03
-10.70000E-06,-8.13089652E-03
-10.69000E-06,-2.66030661E-03
-10.68000E-06,-7.30044338E-03
-10.67000E-06,-3.78417969E-03
-10.66000E-06,-4.27219726E-03
-10.65000E-06,-5.55181875E-03
-10.64000E-06,-2.22156835E-03
-10.63000E-06,-3.93096290E-03
-10.62000E-06,-5.89443011E-03
-10.61000E-06,-5.00488281E-03
-10.60000E-06,-3.44066009E-03
-10.59000E-06,-3.15046293E-03
-10.58000E-06,-5.83372456E-03
-10.57000E-06,-4.80814643E-03
-10.56000E-06,-5.00327142E-03
-10.55000E-06,-4.17120689E-03
-10.54000E-06,-6.22558594E-03
-10.53000E-06,-6.22558594E-03
-10.52000E-06,-5.34195684E-03
-10.51000E-06,-3.53749013E-03
-10.50000E-06,-1.78285940E-03
-10.49000E-06,-4.86132238E-03
-10.48000E-06,-5.88690052E-03
-10.47000E-06,-6.22558594E-03
-10.46000E-06,-6.95452134E-03
-10.45000E-06,-5.18969489E-03
-10.44000E-06,-6.12406820E-03
-10.43000E-06,-3.93471305E-03
-10.42000E-06,-4.19643251E-03
-10.41000E-06,-4.76516619E-03
-10.40000E-06,-4.02832031E-03
-10.39000E-06,-4.72760610E-03
-10.38000E-06,-5.09755253E-03
-10.37000E-06,-3.98466622E-03
-10.36000E-06,-1.82569314E-03
-10.35000E-06,-2.45472221E-03
-10.34000E-06,-2.80761719E-03
-10.33000E-06,-3.20416625E-03
-10.32000E-06,-1.98976221E-03
-10.31000E-06,-2.79501903E-03
-10.30000E-06,-743.86276E-06
-10.29000E-06,-5.24902344E-03
-10.28000E-06,-4.02832031E-03
-10.27000E-06,-3.58181808E-03
-10.26000E-06,-1.83829131E-03
-10.25000E-06,-3.91581581E-03
